compound_name,BBB+/BBB-,MW,LogP,HBD,HBA
cephalosporin-c,BBB-,557.6170000000003,-0.359219999999999,3.0,14.0
ctk8a5118,BBB-,496.4740000000003,-1.290599999999999,3.0,12.0
ctk7d0713,BBB-,471.54600000000016,-0.7283199999999983,2.0,12.0
75481-73-1,BBB-,519.5870000000002,-1.8399999999999967,4.0,13.0
schembl7766649,BBB-,427.4600000000002,0.09859999999999991,3.0,8.0
mitomycin,BBB-,334.33200000000005,-1.6511999999999971,3.0,8.0
cyprenorphine,BBB+,423.5530000000003,3.1636000000000015,2.0,5.0
diprenorphine,BBB+,425.5690000000003,3.3876000000000017,2.0,5.0
buprenorphine,BBB+,467.6500000000003,4.413800000000004,2.0,5.0
astromicin,BBB-,405.49600000000015,-3.585399999999993,6.0,10.0
1392-21-8,BBB-,701.8510000000005,0.8456000000000055,5.0,14.0
spiramycin i,BBB-,843.0650000000004,2.3251000000000075,4.0,16.0
josamycin,BBB-,828.0060000000001,3.0134000000000056,3.0,16.0
novobiocin,BBB-,612.6320000000002,3.6271200000000023,5.0,11.0
rifapentine,BBB-,877.0450000000004,5.6482200000000065,6.0,15.0
rifabutin,BBB-,847.0190000000003,4.749420000000004,5.0,14.0
rifaximin,BBB-,785.8910000000003,6.157840000000009,5.0,13.0
rifamycin,BBB-,697.7780000000002,4.754120000000005,6.0,12.0
oleandomycin,BBB-,687.8680000000004,1.9085000000000032,3.0,13.0
troleandomycin,BBB-,813.9790000000002,3.620900000000008,0.0,16.0
70209-81-3,BBB-,861.0790000000003,5.211300000000007,3.0,14.0
sanfetrinem,BBB-,265.309,0.4758999999999998,1.0,4.0
valperinol,BBB+,297.3949999999999,1.2031999999999994,1.0,5.0
"2-methoxyacetic acid [2-[2-[3-(1h-benzimidazol-2-yl)propyl-methylamino]ethyl]-6-fluoro-1-propan-2-yl-3,4-dihydro-1h-naphthalen-2-yl] ester",BBB-,495.6390000000002,5.270900000000005,1.0,5.0
cefdaloxime,BBB-,413.4370000000001,-0.7113999999999985,4.0,10.0
cefpodoxime,BBB-,427.4640000000001,-0.539199999999999,3.0,10.0
befloxatone,BBB+,349.30500000000006,2.3503000000000007,1.0,5.0
clovoxamine,BBB+,284.78700000000003,2.836100000000001,1.0,4.0
sarpicillin,BBB-,433.53000000000014,1.4736000000000007,1.0,7.0
cerivastatin,BBB+,459.5580000000002,4.8807000000000045,3.0,5.0
oximonam,BBB-,357.348,-1.192499999999999,3.0,9.0
gloximonam,BBB-,471.4920000000002,-0.3921999999999976,2.0,12.0
cefetamet,BBB-,397.43800000000005,-0.16569999999999918,3.0,9.0
ceftiolene,BBB-,594.613,-1.4356999999999966,4.0,15.0
cefditoren,BBB-,506.5910000000002,1.2927199999999992,3.0,11.0
cefuracetime,BBB-,423.40300000000013,-0.06819999999999826,2.0,9.0
chloramphenicol,BBB-,455.47400000000016,-0.6224999999999987,3.0,11.0
ceftioxide,BBB-,471.4730000000002,-1.6069999999999967,3.0,11.0
cefuroxime,BBB-,424.39100000000013,-0.5359999999999987,3.0,9.0
ceftiofur,BBB-,523.5740000000002,0.9809999999999997,3.0,12.0
cefuzonam,BBB-,513.6080000000001,0.4581999999999996,3.0,13.0
ceftriaxone,BBB-,554.592,-1.6112999999999973,4.0,14.0
cefodizime,BBB-,584.683,0.9987200000000007,4.0,13.0
cefmenoxime,BBB-,511.57100000000014,-0.8697999999999984,3.0,14.0
ceftetrame,BBB-,479.50400000000013,-1.1904799999999973,3.0,13.0
ceftizoxime,BBB-,383.41100000000006,-0.5557999999999992,3.0,9.0
cefuroxime-pivoxetil,BBB-,568.5610000000004,0.23680000000000168,2.0,13.0
cefuroxime-axetil,BBB-,510.4810000000003,-0.16829999999999856,2.0,12.0
ceftizoxime alapivoxil (ky020),BBB-,568.634,0.1531000000000019,3.0,13.0
milameline,BBB+,154.213,0.8805000000000001,0.0,3.0
roletamide,BBB+,289.331,2.2805999999999997,0.0,5.0
cinoctramide,BBB+,333.428,3.5183000000000026,0.0,4.0
"3-(3,4,5-trimethoxyphenyl)prop-2-enamide",BBB+,237.25499999999997,1.2109,1.0,4.0
trimopam,BBB+,297.3980000000001,3.3236000000000017,0.0,3.0
diosmin,BBB-,608.5490000000002,-1.0897,8.0,15.0
ciladopa,BBB+,370.4490000000002,1.9196,1.0,6.0
gr94839_f,BBB-,375.4690000000001,0.36360000000000176,1.0,5.0
panamesine,BBB+,426.4690000000003,2.7327000000000004,1.0,7.0
dimeprozan,BBB+,295.382,4.184300000000004,0.0,3.0
dextromethorphan,BBB+,271.404,3.3834000000000026,0.0,2.0
levopromazine,BBB+,328.481,4.495600000000004,0.0,4.0
noscapine,BBB+,413.4260000000003,2.881800000000001,0.0,8.0
drotebanol,BBB+,333.42800000000005,1.4776999999999998,2.0,5.0
reserpine,BBB+,608.6880000000001,4.313600000000004,1.0,10.0
hydrocodone,BBB+,299.37000000000006,1.9333,0.0,4.0
"codeine, dihydro-",BBB+,301.3860000000001,1.7251,1.0,4.0
tropapride,BBB+,380.4880000000001,3.6292000000000026,1.0,4.0
tramadol,BBB+,263.3809999999999,2.6346000000000007,1.0,3.0
pirarubicin,BBB-,627.6430000000001,1.5521999999999991,5.0,13.0
4'-deoxyadriamycin,BBB-,527.5260000000004,1.0304999999999995,5.0,11.0
leurubicin,BBB-,656.6850000000002,0.5322000000000013,7.0,13.0
zorubicin,BBB-,645.6650000000002,2.2458,6.0,12.0
hydrochlorothiazide,BBB-,527.5260000000003,1.0288999999999997,5.0,11.0
adriamycinol-aglycone,BBB-,416.3820000000002,-0.05430000000000035,6.0,9.0
alnespirone,BBB+,442.60000000000036,4.105700000000003,1.0,5.0
umespirone,BBB+,512.6510000000003,2.392100000000001,0.0,7.0
florfenicol,BBB+,358.21799999999996,1.3815,2.0,4.0
timobesone-acetate,BBB+,450.5720000000002,3.7947000000000033,1.0,6.0
sumacetamol,BBB+,324.40200000000004,1.8081999999999998,2.0,5.0
gr94839_b,BBB-,391.53700000000015,1.0768999999999997,1.0,5.0
benzaprinoxide,BBB+,325.83900000000006,5.219800000000005,0.0,1.0
cefpiramide,BBB-,612.6500000000003,-0.08557999999999927,5.0,12.0
amiflamine,BBB+,192.30599999999998,1.95072,1.0,2.0
schembl4111708,BBB+,255.40499999999994,3.683220000000002,0.0,1.0
ropizine,BBB+,370.50000000000017,4.131120000000003,0.0,4.0
ralitoline,BBB+,296.77900000000005,2.6335200000000007,1.0,3.0
ifoxetine,BBB+,221.29999999999998,1.4050399999999998,2.0,3.0
piriqualone,BBB+,339.39800000000014,4.259520000000004,0.0,4.0
109857-64-9,BBB+,375.5590000000001,5.044840000000004,1.0,4.0
prazocillin,BBB-,469.3500000000002,2.7328200000000002,2.0,6.0
cefaparole,BBB-,493.5920000000002,1.082820000000001,4.0,10.0
cefcanel,BBB-,478.57700000000017,1.4108200000000002,3.0,9.0
cefazedone,BBB-,548.4550000000002,1.8459199999999996,2.0,10.0
cefazolin,BBB-,454.5190000000002,-0.6360799999999995,2.0,12.0
lenampicillin hydrochloride,BBB-,461.49600000000015,0.8315200000000016,2.0,9.0
dicloxacillin sodium,BBB-,470.3340000000002,3.2021200000000007,2.0,6.0
chembl1622855,BBB-,453.8790000000002,2.6878199999999994,2.0,6.0
cefamandole,BBB-,401.44400000000013,1.89532,2.0,6.0
ampicillin,BBB-,435.8890000000002,2.5487200000000003,2.0,6.0
loreclezole,BBB+,274.538,3.779300000000001,0.0,3.0
lorcinadol,BBB+,314.8200000000001,2.9654000000000007,0.0,4.0
nuclotixene,BBB+,353.918,5.5781000000000045,0.0,2.0
7-[(2-hydroxy-2-phenylacetyl)amino]-3-[(1-methyltetrazol-5-yl)sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid,BBB-,462.5130000000001,-0.2255999999999989,3.0,10.0
cefazaflur,BBB-,470.4800000000001,0.29380000000000034,2.0,10.0
cefivitril,BBB-,453.5310000000001,-0.1887199999999989,2.0,11.0
lorpiprazole,BBB+,405.46800000000025,3.558900000000002,0.0,5.0
"3-(1,3-benzodioxol-5-yloxymethyl)-4-(4-fluorophenyl)piperidine",BBB+,329.3710000000001,3.326500000000002,1.0,4.0
xantocillin,BBB-,288.306,3.6119600000000016,2.0,4.0
schembl2465734,BBB+,172.231,1.78708,1.0,2.0
carumonam,BBB-,466.41000000000014,-2.8756999999999975,5.0,12.0
robalzotan,BBB+,318.3920000000001,2.6351000000000013,1.0,3.0
51627-14-6,BBB-,462.5130000000001,0.041000000000000425,5.0,9.0
loracarbef,BBB-,349.77400000000006,0.7108000000000003,3.0,4.0
cefaclor,BBB-,367.814,0.6213000000000004,3.0,5.0
dl-tryptophan,BBB+,204.22899999999998,1.1223000000000003,3.0,2.0
tranylcypromine,BBB+,133.194,1.5011999999999999,1.0,1.0
119386-96-8,BBB+,197.22799999999998,2.570400000000001,1.0,1.0
neomycinbas2ethylbutyrate (framycetin),BBB-,614.6500000000003,-8.895300000000017,13.0,19.0
"5-amino-2-(aminomethyl)-6-(4,6-diamino-2,3-dihydroxycyclohexyl)oxyoxane-3,4-diol",BBB-,322.362,-5.115599999999994,8.0,10.0
tenebrimycin,BBB-,467.52000000000015,-6.295799999999999,10.0,14.0
arbekacin,BBB-,552.6260000000003,-6.3994000000000035,11.0,15.0
ceforanide,BBB-,519.5650000000003,-0.7101999999999984,4.0,11.0
cytarabin,BBB+,243.21900000000002,-2.563,4.0,8.0
ceftibuten (stereochemistry not defined),BBB-,410.4330000000001,-0.0481999999999998,4.0,8.0
piroxicam,BBB+,285.69100000000003,-0.29740000000000044,3.0,8.0
buciclovir,BBB+,239.23499999999999,-1.5549000000000006,4.0,7.0
ilepcimide,BBB+,259.30499999999995,2.4410000000000007,0.0,3.0
chembl3989733,BBB+,465.4960000000002,5.060900000000005,0.0,5.0
carbenicillin,BBB+,354.41600000000017,3.7248000000000028,0.0,2.0
bupropion,BBB+,355.3090000000002,4.012800000000003,0.0,2.0
ici199441,BBB-,416.3490000000003,1.1076,2.0,5.0
sb205605,BBB-,409.3170000000002,2.4516,2.0,4.0
brl52974,BBB-,393.3180000000002,3.480800000000002,1.0,3.0
busulfan,BBB+,403.35300000000024,4.757700000000004,0.0,2.0
brl53080,BBB+,409.38200000000023,4.819200000000004,0.0,3.0
gr91272,BBB+,409.3130000000002,3.321500000000002,1.0,4.0
zalcitabine,BBB+,393.31400000000025,4.350700000000004,0.0,3.0
brl52871,BBB+,409.38200000000023,4.819200000000005,0.0,3.0
gr91272,BBB-,409.3170000000002,2.3824999999999994,1.0,5.0
schembl9044848,BBB+,393.3180000000002,3.4117000000000015,0.0,4.0
sb204484,BBB+,394.3060000000002,2.806700000000001,0.0,5.0
65307-12-2,BBB-,437.52800000000013,0.9395999999999998,3.0,8.0
ceftezole,BBB-,440.49200000000013,-0.9444999999999995,2.0,12.0
va10527,BBB-,542.5770000000001,-0.9172999999999991,4.0,12.0
zalospirone,BBB+,419.52900000000017,1.5979999999999994,0.0,6.0
sm-9018 (free base),BBB+,426.5860000000001,3.373700000000002,0.0,6.0
lortalamine,BBB+,278.739,1.6416999999999995,2.0,3.0
59388-44-2,BBB+,196.24999999999997,0.2774999999999999,1.0,2.0
cinperene,BBB+,388.5110000000001,3.786400000000002,1.0,3.0
chembl33216,BBB+,311.4250000000001,3.039600000000002,1.0,3.0
demoxepam,BBB+,286.718,2.639800000000001,1.0,2.0
sb204454,BBB-,439.34300000000025,2.2009000000000003,2.0,4.0
schembl5783301,BBB+,379.435,2.564400000000001,1.0,4.0
chloralose,BBB+,309.52900000000005,-0.46290000000000026,3.0,6.0
piflutixol,BBB+,451.52900000000017,6.225300000000005,1.0,3.0
pinoxepin,BBB+,398.93400000000014,3.664100000000002,1.0,4.0
temazepam,BBB+,434.52700000000016,4.601700000000005,1.0,4.0
clopenthixol,BBB+,400.9750000000002,4.2363000000000035,1.0,4.0
salicin,BBB+,286.28,-1.6424000000000003,5.0,7.0
cyprazepam,BBB+,339.82600000000014,3.7309000000000028,1.0,3.0
dexoxadrol (dioxadrol and levoxadrol),BBB+,309.40899999999993,3.4452000000000016,1.0,3.0
sodiumamidotrizoate,BBB-,619.9630000000001,1.121,3.0,3.0
ceftazidime,BBB+,547.5950000000003,0.03550000000000281,4.0,10.0
urea,BBB-,360.45000000000016,1.8456999999999997,2.0,5.0
amfetamine,BBB-,924.0910000000003,0.7117000000000053,12.0,17.0
1-chloro-4-propylbenzene,BBB-,154.64,3.292500000000002,0.0,0.0
2-ethoxy-6-fluorophenylboronic acid,BBB+,183.975,-0.09580000000000011,2.0,3.0
bacitracin,BBB-,1422.7199999999998,-1.6776000000000275,17.0,19.0
bis-hydroxylated-l-663581,BBB-,369.3810000000001,0.7501999999999995,2.0,8.0
cp102,BBB+,1085.156,-0.24927999999998884,11.0,24.0
"4-(3,9-diazaspiro[5.5]undecan-3-yl)benzonitrile",BBB-,255.36499999999995,2.5282800000000005,1.0,3.0
carbamazepineepoxide,BBB+,252.273,3.0294000000000016,1.0,2.0
brl53080,BBB+,409.38200000000023,4.819200000000004,0.0,3.0
cromoglicicacid,BBB-,468.37000000000023,2.1145,3.0,9.0
comanic acid,BBB-,140.09399999999997,0.338,1.0,3.0
sb204457,BBB-,439.34300000000025,2.2009000000000003,2.0,4.0
nivacortol,BBB+,430.56700000000023,5.557800000000006,1.0,3.0
cycotiamine,BBB+,308.36300000000006,1.83062,1.0,7.0
spirilene,BBB+,393.5060000000001,4.047600000000003,1.0,3.0
efrotomycin,BBB-,1145.347,2.75110000000001,8.0,21.0
isoprednidene,BBB+,372.4610000000001,1.7236999999999996,3.0,5.0
prednylidene,BBB+,372.4610000000002,1.7236999999999996,3.0,5.0
fluprednidene,BBB+,390.4510000000002,1.8157999999999999,3.0,5.0
meclocycline,BBB-,476.8690000000002,0.05890000000000045,6.0,9.0
cefdinir,BBB-,395.4220000000001,-0.17179999999999884,4.0,9.0
acrocinonide,BBB+,432.4880000000002,2.1948000000000003,2.0,6.0
alletorphine,BBB+,437.58000000000027,3.719800000000003,2.0,5.0
almecillin,BBB-,330.43100000000004,0.5372999999999999,2.0,5.0
tacrolimus,BBB-,804.0310000000001,4.639000000000004,3.0,12.0
viqualine,BBB+,310.44100000000003,3.977800000000003,1.0,3.0
"(5r,6s)-3-[(3r)-1-ethanimidoylpyrrolidin-3-yl]sulfanyl-6-[(1r)-1-hydroxyethyl]-7-oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid",BBB-,339.4170000000001,0.6987700000000001,3.0,5.0
ketoconazole,BBB-,531.4399999999999,4.205800000000003,0.0,7.0
ornidazole,BBB+,332.38100000000003,2.4362000000000004,2.0,4.0
dichlorisone-acetate,BBB+,455.37800000000016,3.7363000000000026,1.0,5.0
fludrocortisone acetate,BBB+,422.4930000000002,2.4445000000000006,2.0,6.0
chloroprednisone-acetate,BBB+,434.9160000000003,2.5539000000000005,1.0,6.0
cortisone-acetate,BBB+,402.48700000000025,2.560600000000001,1.0,6.0
dexamethasone-acetate,BBB+,434.5040000000002,2.466500000000001,2.0,6.0
cortivazol,BBB+,530.6650000000002,4.300600000000004,2.0,7.0
cormetasone-acetate,BBB+,470.48400000000026,2.7117000000000004,2.0,6.0
paramethasone-acetate,BBB+,434.50400000000025,2.3224,2.0,6.0
triamcinolone-diacetate,BBB+,478.5130000000003,1.7620999999999991,2.0,8.0
sch 31353,BBB+,528.5730000000003,3.9242000000000035,1.0,8.0
halopredone-acetate,BBB+,559.4000000000001,3.4619000000000018,1.0,7.0
diflorasone-diacetate,BBB+,494.53100000000023,2.9853000000000014,1.0,7.0
hms3264h15,BBB+,441.5240000000002,2.5632,1.0,7.0
fluazacort,BBB+,459.51400000000024,2.6553000000000004,1.0,7.0
formocortal,BBB+,569.0660000000003,3.962800000000003,1.0,8.0
4533-89-5,BBB+,476.5410000000002,2.8455000000000013,1.0,7.0
spectrum_001092,BBB+,494.53100000000023,2.9376000000000015,1.0,7.0
cicortonide,BBB+,566.0660000000003,4.287480000000004,1.0,8.0
clocortolone-acetate,BBB+,452.9500000000002,3.568900000000003,1.0,5.0
acetiamine,BBB+,366.44300000000015,1.79002,1.0,8.0
chembl1624196,BBB-,415.4240000000002,-1.129699999999996,4.0,8.0
cefacetrile,BBB-,339.32900000000006,-0.7982199999999984,2.0,7.0
penamecillin,BBB-,406.4600000000001,0.8400000000000005,1.0,7.0
sedecamycin,BBB-,501.57600000000036,2.2885,2.0,8.0
docetaxel,BBB-,807.8900000000002,3.2596000000000025,5.0,14.0
acebrochol,BBB+,588.5090000000001,8.930300000000003,0.0,2.0
sr-05000001633,BBB-,516.7190000000004,5.6661000000000055,3.0,5.0
fluorometholone-acetate,BBB+,418.50500000000017,3.494100000000002,1.0,5.0
deprodone,BBB+,344.4510000000001,2.5852000000000004,2.0,4.0
doxibetasol,BBB+,376.46800000000013,2.923300000000001,2.0,4.0
descinolone-acetonide,BBB+,418.50500000000017,3.4464000000000024,1.0,5.0
algestone acetonide,BBB+,386.53200000000027,4.607500000000004,0.0,4.0
renanolone,BBB+,332.4840000000001,3.774200000000003,1.0,3.0
ccd 1042,BBB+,332.5280000000001,4.985300000000005,1.0,2.0
cyclopregnol,BBB+,316.48500000000007,4.205100000000003,1.0,2.0
pregnenolone,BBB+,316.48500000000007,4.515300000000004,1.0,2.0
pregnenolone succinate,BBB+,416.5580000000003,4.9310000000000045,1.0,4.0
endrysone,BBB+,342.4790000000001,3.716300000000003,1.0,3.0
idarubicin,BBB-,497.5000000000002,1.0202999999999998,5.0,10.0
carminomycin,BBB-,513.4990000000003,0.7259,6.0,11.0
cetofenicol,BBB+,320.172,1.2033999999999998,3.0,4.0
tixocortol-pivalate,BBB+,462.6520000000003,4.316100000000004,2.0,6.0
schembl2109497,BBB-,546.0450000000003,2.9866,3.0,6.0
pentazocine,BBB+,285.43100000000004,3.8826000000000027,1.0,2.0
gramicidin-b,BBB-,1843.2949999999992,3.890999999999976,20.0,17.0
pagoclone,BBB+,407.9010000000001,5.380100000000004,0.0,4.0
valinegramicidin a,BBB-,1882.3319999999992,4.372299999999978,21.0,17.0
furbucillin,BBB-,424.47500000000014,1.4828,2.0,7.0
gramicidin-s,BBB-,1141.4699999999996,1.227799999999997,10.0,12.0
gramicidin-j2,BBB-,686.8990000000003,-0.13459999999999628,7.0,9.0
cilobamine,BBB+,328.283,4.367600000000003,2.0,2.0
amesergide,BBB+,393.57500000000033,4.6311000000000035,1.0,3.0
fluperolone,BBB+,392.4670000000001,2.0382,3.0,5.0
pheneticillin,BBB-,364.42300000000006,1.0855999999999997,2.0,5.0
methastyridone,BBB+,217.268,1.9508999999999999,1.0,2.0
halcinonide,BBB+,454.96600000000024,3.889300000000003,1.0,5.0
drocinonide,BBB+,438.5360000000002,2.722700000000002,2.0,6.0
schembl19681909,BBB+,434.50400000000025,2.2747000000000006,2.0,6.0
fluclorolone-acetonide,BBB+,487.39500000000027,3.882600000000003,1.0,5.0
fluocinolone-acetonide,BBB+,452.49400000000026,2.366800000000001,2.0,6.0
fludroxycortide,BBB+,436.5200000000002,2.498700000000001,2.0,6.0
tralonide,BBB+,489.38600000000025,4.859800000000004,0.0,4.0
desonide,BBB+,416.51400000000024,2.326700000000001,2.0,6.0
triclonide,BBB+,505.84100000000024,5.129100000000005,0.0,4.0
ft-0770806,BBB-,375.41000000000014,1.6697,2.0,5.0
oxetacillin,BBB-,405.47600000000017,1.1166999999999998,3.0,6.0
fumoxicillin,BBB-,443.48100000000017,1.7770999999999997,3.0,7.0
amantocillin,BBB-,393.5090000000002,0.9158000000000006,3.0,5.0
adicillin,BBB-,359.40400000000005,-0.7996999999999974,4.0,6.0
thiphencillin,BBB-,366.4640000000001,1.4103999999999997,2.0,5.0
sultamicillin,BBB-,594.6680000000002,-0.5885999999999969,2.0,11.0
pirbenicillin,BBB-,510.5760000000002,0.2761000000000022,4.0,7.0
apalcillin,BBB-,521.5550000000003,1.025899999999999,4.0,7.0
d-camphor,BBB+,152.237,2.401700000000001,0.0,1.0
tigemonam,BBB-,437.41200000000015,-1.6293999999999977,4.0,11.0
tricinolone acetophenonide,BBB+,496.5750000000003,3.555600000000003,2.0,6.0
halopredone,BBB+,475.3260000000003,2.3203,3.0,5.0
cefsumide,BBB-,440.50300000000016,-0.183599999999998,4.0,7.0
cortisuzol,BBB+,672.8000000000001,4.841200000000005,3.0,9.0
methyldesorphine,BBB+,283.371,2.617400000000001,1.0,3.0
virginiamycin-factor-m1,BBB-,525.6020000000003,2.6594000000000007,2.0,8.0
valinomycin,BBB-,1111.338,2.3433000000000064,6.0,18.0
lofentanil,BBB+,408.54200000000014,3.925900000000003,0.0,4.0
dexamethasone-dipropionate,BBB+,504.5950000000003,3.8175000000000026,1.0,7.0
procinonide,BBB+,508.5580000000003,3.327700000000002,1.0,7.0
levopropoxyphene,BBB+,339.47900000000016,4.275500000000004,0.0,3.0
midecamycin,BBB-,813.9790000000003,2.767400000000005,3.0,16.0
erythromycin propionate,BBB-,790.0010000000001,2.7465000000000055,4.0,15.0
schembl13321839,BBB+,484.9670000000002,4.0511000000000035,1.0,5.0
ticabesone-propionate,BBB+,482.5890000000002,4.132800000000003,1.0,6.0
cloticasone-propionate,BBB+,517.0340000000002,4.699300000000005,1.0,6.0
alphaprodine,BBB+,261.36499999999995,2.806700000000001,0.0,3.0
rimexolone,BBB+,370.53300000000013,4.496500000000005,1.0,3.0
resocortol,BBB+,360.4940000000001,3.199300000000002,2.0,4.0
pentapiperium,BBB-,304.45399999999995,3.5983000000000027,0.0,2.0
propicillin,BBB-,378.4500000000001,1.4756999999999996,2.0,5.0
amcinafal,BBB+,462.5580000000003,3.199000000000003,2.0,6.0
hydrocortisone-buteprate,BBB+,488.6210000000003,4.093500000000003,1.0,7.0
meclorisone-dibutyrate,BBB+,567.5500000000001,6.113500000000006,0.0,6.0
schembl19961204,BBB+,508.5580000000002,3.5195000000000025,1.0,7.0
budesonide,BBB+,430.5410000000002,2.7168000000000014,2.0,6.0
prednival,BBB+,444.56800000000015,3.298700000000002,2.0,6.0
hydrocortisone-valerate,BBB+,446.58400000000023,3.522700000000002,2.0,6.0
fluprednisolone valerate,BBB+,462.5580000000002,3.2467000000000024,2.0,6.0
71461-18-2,BBB+,357.5380000000002,4.8460000000000045,1.0,3.0
fluocortolone-caproate,BBB+,474.61300000000017,4.767900000000005,1.0,5.0
mirincamycin,BBB-,439.01800000000014,0.8275000000000003,5.0,7.0
myrophine,BBB+,585.8290000000002,8.323500000000008,0.0,5.0
prednisolone-steaglate,BBB+,684.9550000000003,7.913200000000011,2.0,8.0
fluocortin-butyl,BBB+,446.55900000000025,3.987700000000003,1.0,5.0
quinagolide,BBB+,395.56900000000013,2.136099999999999,2.0,4.0
lincomycin,BBB-,406.54500000000013,-0.8569999999999971,5.0,8.0
itrocinonide,BBB+,568.6100000000002,4.257800000000004,1.0,9.0
etorphine,BBB+,411.5420000000002,3.1636000000000015,2.0,5.0
rifametane,BBB-,836.9800000000002,5.848220000000007,6.0,14.0
endomide,BBB+,292.42300000000006,2.1615,0.0,2.0
prednisolamate,BBB+,473.6100000000003,2.4502999999999995,2.0,7.0
hydrocortamate,BBB+,475.6260000000004,2.6742999999999997,2.0,7.0
tameticillin,BBB-,479.5990000000003,1.749500000000001,1.0,8.0
rifamexil,BBB-,809.9790000000004,6.504420000000009,5.0,14.0
chembl2218915,BBB+,466.5490000000003,4.954100000000005,2.0,5.0
erythromycin-ethylsuccinate,BBB-,862.064,2.6798000000000073,4.0,17.0
erythromycin ethyl carbonate,BBB-,806.0000000000001,2.9664000000000055,4.0,16.0
loteprednol etabonate,BBB+,466.95800000000025,3.9165000000000028,1.0,7.0
tilidine,BBB+,273.376,2.7677000000000014,0.0,3.0
detorubicin,BBB-,673.6680000000002,0.9513000000000013,5.0,15.0
alphacetylmethadol,BBB+,353.50600000000003,4.654600000000005,0.0,3.0
92278-12-1,BBB-,1127.4430000000002,0.981799999999996,10.0,12.0
clarithromycin,BBB-,747.9640000000002,2.439700000000004,4.0,14.0
aclarubicin,BBB-,811.8780000000002,3.157700000000002,4.0,16.0
gramicidin-s-3,BBB-,1115.432,0.7635999999999958,10.0,13.0
alphamethadol,BBB+,311.46900000000005,4.083800000000004,1.0,2.0
alphacetylmethadol,BBB+,353.50600000000003,4.654600000000005,0.0,3.0
conorfone,BBB+,367.4890000000002,3.3496000000000024,0.0,4.0
lexithromycin,BBB-,762.9790000000002,2.2189000000000045,5.0,15.0
roxithromycin,BBB-,837.058,2.2096000000000076,5.0,17.0
berythromycin,BBB-,717.9380000000002,2.6707000000000036,4.0,13.0
azithromycin,BBB-,748.9960000000001,1.9007000000000054,5.0,14.0
ilotycin,BBB-,733.9370000000002,1.785600000000004,5.0,14.0
vinblastine,BBB-,810.989,3.9909000000000034,3.0,12.0
emepronium,BBB-,282.451,4.693400000000004,0.0,0.0
cefluprenam,BBB-,557.6100000000001,-0.9853999999999961,4.0,11.0
penimocycline,BBB-,805.8630000000002,0.18000000000000888,9.0,14.0
schembl2108206,BBB+,315.5010000000001,4.392300000000004,0.0,2.0
guamecycline,BBB-,626.6710000000003,-1.9568299999999923,9.0,11.0
pipacycline,BBB-,586.6420000000003,-1.1726999999999934,7.0,12.0
lymecycline,BBB-,602.6410000000002,-0.610799999999994,9.0,12.0
oxytetracycline,BBB-,460.43900000000014,-1.4001999999999974,7.0,10.0
schembl8989330,BBB+,377.4880000000001,3.6128000000000027,0.0,4.0
lortalamine,BBB+,292.7660000000001,1.9838999999999998,1.0,3.0
eptazocine,BBB+,231.339,2.5478000000000005,1.0,2.0
pentamorphone,BBB+,368.47700000000026,2.2956000000000003,2.0,5.0
desomorphine,BBB+,271.35999999999996,2.4513000000000007,1.0,3.0
methyldihydromorphine,BBB+,301.386,1.8121999999999998,2.0,4.0
delergotrile,BBB+,265.36,3.0415800000000015,1.0,2.0
tiomergine,BBB+,347.48700000000014,4.2249000000000025,1.0,3.0
homatropine,BBB+,275.34800000000007,1.8883999999999996,1.0,4.0
hyoscyamine,BBB+,289.37500000000006,1.9308999999999996,1.0,4.0
benztropine,BBB+,307.43700000000007,4.417800000000004,0.0,2.0
aspoxicillin,BBB-,493.54200000000026,-1.3553999999999955,6.0,8.0
moxadolen,BBB+,223.228,0.6635999999999997,1.0,4.0
(+)-physostigmine,BBB+,275.352,1.7739,1.0,4.0
ketamine,BBB+,237.73000000000002,2.7646000000000015,1.0,2.0
tametraline,BBB+,237.346,3.8728000000000034,1.0,1.0
apramycin,BBB-,539.5830000000003,-6.949300000000007,11.0,16.0
gentamicin c,BBB-,449.54900000000026,-3.9766999999999944,8.0,12.0
dihydrostreptomycin,BBB-,583.5960000000005,-8.367700000000015,13.0,15.0
vancomycin,BBB-,1449.2710000000004,0.10620000000000512,19.0,25.0
isepamycin,BBB-,569.6090000000002,-7.524400000000007,12.0,16.0
sabcomeline,BBB+,193.24999999999994,0.8541800000000002,0.0,4.0
oximonam,BBB-,357.348,-1.192499999999999,3.0,9.0
cefditoren,BBB-,506.5910000000002,1.2927199999999992,3.0,11.0
cefotaxime,BBB-,455.47400000000016,-0.6224999999999987,3.0,11.0
cefodizime,BBB-,584.683,0.9987200000000007,4.0,13.0
cefpirome,BBB-,515.5970000000002,0.29080000000000206,3.0,9.0
cefozopran,BBB-,516.5450000000001,-1.1551999999999971,3.0,12.0
cefuroxime pivoxetil,BBB-,568.5610000000004,0.23680000000000168,2.0,13.0
ceftizoxime alapivoxil,BBB-,568.634,0.1531000000000019,3.0,13.0
ceftiolene,BBB-,594.613,-1.4356999999999966,4.0,15.0
cefuroxim,BBB-,424.39100000000013,-0.5359999999999987,3.0,9.0
