MW,LogP,HBD,HBA,actual,predicted,probability_BBB+,actual_label,predicted_label,correct
478.8850000000002,0.2824000000000005,6.0,9.0,0,0,0.0,BBB-,BBB-,True
347.5020000000001,4.454700000000004,1.0,2.0,1,1,0.99,BBB+,BBB+,True
386.53200000000027,4.607500000000004,0.0,4.0,1,1,0.8316666666666666,BBB+,BBB+,True
405.45100000000014,1.6933999999999998,2.0,6.0,1,1,0.6925,BBB+,BBB+,True
866.9729999999996,1.270000000000006,4.0,12.0,0,0,0.015,BBB-,BBB-,True
365.477,4.6947000000000045,1.0,5.0,1,1,0.575,BBB+,BBB+,True
477.4040000000001,3.395080000000001,10.0,4.0,0,0,0.18133333333333332,BBB-,BBB-,True
408.7230000000002,4.362800000000003,1.0,3.0,1,1,0.91,BBB+,BBB+,True
290.41,4.404300000000004,0.0,2.0,1,1,0.99,BBB+,BBB+,True
285.774,4.306400000000003,1.0,2.0,1,1,1.0,BBB+,BBB+,True
466.41000000000014,-2.875699999999997,5.0,12.0,0,0,0.0,BBB-,BBB-,True
371.524,5.9961000000000055,0.0,2.0,1,1,0.95,BBB+,BBB+,True
182.248,0.5085999999999995,2.0,3.0,1,1,0.94,BBB+,BBB+,True
314.46900000000005,4.723500000000005,0.0,2.0,1,1,0.9966666666666667,BBB+,BBB+,True
446.5840000000002,3.522700000000002,2.0,6.0,1,1,1.0,BBB+,BBB+,True
478.57700000000017,1.4108200000000002,3.0,9.0,0,0,0.06,BBB-,BBB-,True
434.50400000000025,2.3224,2.0,6.0,1,1,1.0,BBB+,BBB+,True
351.42800000000005,0.221800000000001,3.0,5.0,0,0,0.0,BBB-,BBB-,True
236.278,-1.4237999999999995,1.0,6.0,0,0,0.30333333333333334,BBB-,BBB-,True
525.6020000000003,2.6594000000000007,2.0,8.0,0,0,0.0,BBB-,BBB-,True
339.3660000000001,-0.3953999999999982,1.0,8.0,1,1,1.0,BBB+,BBB+,True
342.3690000000001,1.0332,1.0,6.0,1,1,0.99,BBB+,BBB+,True
365.8420000000001,2.714120000000001,2.0,4.0,1,0,0.34,BBB+,BBB-,False
236.296,2.7322,2.0,3.0,0,1,0.95,BBB-,BBB+,False
439.01800000000014,0.8275000000000003,5.0,7.0,0,0,0.0,BBB-,BBB-,True
1446.1820000000005,2.840520000000006,18.0,25.0,0,0,0.0,BBB-,BBB-,True
303.358,0.9180999999999996,1.0,5.0,1,1,1.0,BBB+,BBB+,True
557.6170000000003,-0.359219999999999,3.0,14.0,0,0,0.01,BBB-,BBB-,True
409.4610000000001,3.030680000000001,1.0,5.0,1,0,0.475,BBB+,BBB-,False
335.2340000000001,3.641500000000003,1.0,3.0,1,1,0.96,BBB+,BBB+,True
344.549,5.208900000000004,0.0,4.0,1,1,0.94,BBB+,BBB+,True
221.471,0.6039999999999999,3.0,2.0,1,1,0.9,BBB+,BBB+,True
439.34300000000025,2.2009000000000003,2.0,4.0,0,0,0.03,BBB-,BBB-,True
580.4660000000002,3.094500000000001,4.0,12.0,0,0,0.2832142857142857,BBB-,BBB-,True
168.03599999999997,2.0835,0.0,1.0,1,1,0.98,BBB+,BBB+,True
421.48800000000017,4.472200000000004,0.0,4.0,1,1,0.8916666666666667,BBB+,BBB+,True
411.199,2.2392000000000003,0.0,5.0,1,1,0.66,BBB+,BBB+,True
240.303,0.7009999999999998,4.0,5.0,0,1,0.8095952380952381,BBB-,BBB+,False
308.38100000000003,3.5827000000000027,0.0,3.0,1,1,0.88,BBB+,BBB+,True
231.33899999999997,2.5462000000000007,1.0,2.0,1,1,1.0,BBB+,BBB+,True
161.248,2.2814000000000005,1.0,1.0,1,1,0.98,BBB+,BBB+,True
231.29499999999996,1.6231,1.0,3.0,1,1,0.94,BBB+,BBB+,True
377.4880000000001,3.6128000000000022,0.0,4.0,1,1,0.99,BBB+,BBB+,True
410.9130000000002,3.1422000000000017,2.0,4.0,1,1,1.0,BBB+,BBB+,True
412.8770000000002,4.506700000000004,0.0,6.0,1,1,0.8125,BBB+,BBB+,True
416.3590000000001,1.8945,2.0,6.0,1,1,0.7916666666666665,BBB+,BBB+,True
478.98800000000034,4.701400000000005,0.0,5.0,1,1,0.99,BBB+,BBB+,True
471.54600000000016,-0.7283199999999983,2.0,12.0,0,0,0.0,BBB-,BBB-,True
451.6150000000002,3.193900000000001,2.0,4.0,1,1,0.99,BBB+,BBB+,True
805.8630000000002,0.3366000000000071,9.0,14.0,0,0,0.0,BBB-,BBB-,True
167.85,2.5954000000000006,0.0,0.0,1,1,0.99,BBB+,BBB+,True
395.43400000000014,2.423800000000001,1.0,5.0,1,0,0.31,BBB+,BBB-,False
516.6680000000003,2.827500000000001,2.0,8.0,0,0,0.28,BBB-,BBB-,True
256.099,3.246300000000001,1.0,2.0,1,1,0.83,BBB+,BBB+,True
365.4110000000001,-0.2114999999999989,3.0,6.0,0,0,0.01,BBB-,BBB-,True
508.9110000000003,-0.1368999999999989,7.0,10.0,0,0,0.03,BBB-,BBB-,True
513.4990000000003,0.7259,6.0,11.0,0,0,0.0,BBB-,BBB-,True
360.45000000000016,1.8457,2.0,5.0,0,0,0.01,BBB-,BBB-,True
377.5260000000002,2.986800000000001,2.0,4.0,1,1,0.99,BBB+,BBB+,True
376.4680000000002,2.780800000000001,2.0,4.0,1,1,1.0,BBB+,BBB+,True
453.8790000000002,2.6878199999999994,2.0,6.0,0,0,0.2745873015873015,BBB-,BBB-,True
393.57500000000033,4.631100000000004,1.0,3.0,1,1,1.0,BBB+,BBB+,True
384.6480000000002,7.619000000000008,1.0,1.0,0,0,0.03,BBB-,BBB-,True
822.9530000000003,4.335420000000004,6.0,15.0,0,0,0.0,BBB-,BBB-,True
343.30100000000004,3.2791000000000023,1.0,5.0,1,1,0.9275,BBB+,BBB+,True
314.37800000000004,1.18338,4.0,5.0,0,0,0.3888333333333333,BBB-,BBB-,True
360.837,4.680000000000004,0.0,4.0,0,1,0.71,BBB-,BBB+,False
523.5740000000002,0.9809999999999997,3.0,12.0,0,0,0.01,BBB-,BBB-,True
383.41100000000006,-0.5557999999999992,3.0,9.0,0,0,0.1227159507159507,BBB-,BBB-,True
344.49500000000006,3.9403000000000032,1.0,3.0,1,1,0.7033333333333333,BBB+,BBB+,True
310.4660000000001,4.631100000000004,0.0,3.0,1,1,1.0,BBB+,BBB+,True
217.26799999999992,1.771,1.0,2.0,1,1,1.0,BBB+,BBB+,True
416.3820000000002,-0.0543000000000003,6.0,9.0,0,0,0.03,BBB-,BBB-,True
508.5580000000002,3.5195000000000025,1.0,7.0,1,1,1.0,BBB+,BBB+,True
401.4920000000001,1.2234999999999998,0.0,7.0,1,1,0.7833333333333333,BBB+,BBB+,True
408.88200000000006,2.266300000000001,2.0,7.0,0,1,0.579396103896104,BBB-,BBB+,False
370.5330000000001,4.496500000000005,1.0,3.0,1,1,0.95,BBB+,BBB+,True
320.172,1.2033999999999998,3.0,4.0,1,1,1.0,BBB+,BBB+,True
370.4680000000001,3.5122000000000027,0.0,3.0,1,1,0.95,BBB+,BBB+,True
504.5950000000003,3.8175000000000026,1.0,7.0,1,1,0.99,BBB+,BBB+,True
408.5350000000001,3.223900000000002,2.0,5.0,1,1,0.99,BBB+,BBB+,True
374.8490000000001,3.414320000000002,0.0,4.0,1,1,0.93,BBB+,BBB+,True
311.36300000000006,0.7659199999999997,1.0,6.0,0,1,0.82,BBB-,BBB+,False
365.5220000000001,3.6559000000000026,0.0,1.0,0,0,0.47,BBB-,BBB-,True
370.5330000000001,4.496500000000005,1.0,3.0,1,1,0.95,BBB+,BBB+,True
288.43100000000004,3.879200000000002,1.0,2.0,1,1,0.96,BBB+,BBB+,True
420.47700000000026,2.0287,2.0,6.0,1,1,0.525,BBB+,BBB+,True
672.7020000000003,0.3610000000000016,8.0,11.0,0,0,0.0,BBB-,BBB-,True
395.4220000000001,-0.1717999999999988,4.0,9.0,0,0,0.0,BBB-,BBB-,True
877.0450000000004,5.648220000000007,6.0,15.0,0,0,0.0,BBB-,BBB-,True
360.3250000000001,4.635000000000004,0.0,3.0,1,1,0.91,BBB+,BBB+,True
334.257,4.116700000000003,0.0,2.0,1,1,1.0,BBB+,BBB+,True
402.5310000000002,4.073300000000003,1.0,4.0,0,0,0.11,BBB-,BBB-,True
216.24000000000004,1.3924999999999996,1.0,3.0,1,1,0.95,BBB+,BBB+,True
265.36,3.041580000000001,1.0,2.0,1,1,1.0,BBB+,BBB+,True
322.151,2.496300000000001,2.0,4.0,1,1,0.99,BBB+,BBB+,True
267.328,3.4025000000000025,0.0,2.0,1,1,0.97,BBB+,BBB+,True
594.6680000000002,-0.5885999999999969,2.0,11.0,0,0,0.01,BBB-,BBB-,True
398.33200000000033,4.263000000000004,0.0,2.0,1,1,0.84,BBB+,BBB+,True
233.31099999999995,2.4329,1.0,3.0,1,1,0.98,BBB+,BBB+,True
412.9460000000002,3.809000000000002,1.0,5.0,1,1,0.93,BBB+,BBB+,True
422.4930000000002,2.444500000000001,2.0,6.0,1,1,1.0,BBB+,BBB+,True
295.298,2.972200000000001,2.0,4.0,0,1,0.92,BBB-,BBB+,False
378.4500000000001,1.4756999999999998,2.0,5.0,0,0,0.0,BBB-,BBB-,True
426.5600000000003,3.957500000000003,1.0,3.0,1,1,0.9325,BBB+,BBB+,True
493.54200000000026,-1.3553999999999948,6.0,8.0,0,0,0.01,BBB-,BBB-,True
295.426,4.195100000000004,1.0,2.0,1,1,0.98,BBB+,BBB+,True
453.45800000000014,-0.5447999999999991,4.0,10.0,0,0,0.0,BBB-,BBB-,True
551.6250000000002,4.203900000000004,2.0,10.0,0,0,0.38,BBB-,BBB-,True
585.6580000000004,0.3566000000000038,7.0,11.0,0,0,0.04211904761904762,BBB-,BBB-,True
316.158,2.6336000000000004,1.0,3.0,1,1,0.91,BBB+,BBB+,True
211.217,0.4423000000000001,4.0,4.0,0,0,0.3195,BBB-,BBB-,True
274.40399999999994,3.4891000000000028,1.0,2.0,0,0,0.2925,BBB-,BBB-,True
344.549,5.208900000000004,0.0,4.0,1,1,0.94,BBB+,BBB+,True
421.4940000000002,1.8761000000000003,2.0,5.0,1,1,0.95,BBB+,BBB+,True
77.15199999999999,-0.1250999999999998,2.0,2.0,0,1,0.84,BBB-,BBB+,False
266.388,2.995420000000001,1.0,2.0,1,1,0.99,BBB+,BBB+,True
1215.815,5.337600000000003,4.0,7.0,0,1,0.7125869408369406,BBB-,BBB+,False
265.309,0.4758999999999998,1.0,4.0,0,0,0.06,BBB-,BBB-,True
373.3680000000001,3.710700000000001,3.0,6.0,0,0,0.44,BBB-,BBB-,True
397.5190000000002,5.137990000000005,1.0,4.0,1,1,0.9333333333333332,BBB+,BBB+,True
436.96100000000007,4.192600000000003,2.0,4.0,1,1,0.935,BBB+,BBB+,True
350.3960000000001,0.6970999999999998,2.0,5.0,0,0,0.02,BBB-,BBB-,True
344.4510000000001,2.5852000000000004,2.0,4.0,1,1,1.0,BBB+,BBB+,True
253.342,2.023,1.0,3.0,1,1,0.98,BBB+,BBB+,True
434.5040000000002,2.466500000000001,2.0,6.0,1,1,1.0,BBB+,BBB+,True
446.55900000000025,3.987700000000003,1.0,5.0,1,1,0.99,BBB+,BBB+,True
375.4690000000001,0.3636000000000017,1.0,5.0,0,0,0.0,BBB-,BBB-,True
527.5260000000003,1.0288999999999997,5.0,11.0,0,0,0.0,BBB-,BBB-,True
929.161,8.06550000000001,0.0,12.0,0,0,0.23444444444444443,BBB-,BBB-,True
578.6620000000004,4.162500000000003,1.0,9.0,1,1,1.0,BBB+,BBB+,True
369.41700000000014,1.9886,0.0,6.0,1,1,1.0,BBB+,BBB+,True
581.5800000000004,-7.741760000000003,14.0,15.0,0,0,0.0,BBB-,BBB-,True
394.25800000000015,2.2621,2.0,4.0,1,1,0.81,BBB+,BBB+,True
645.6650000000002,2.2458,6.0,12.0,0,0,0.0,BBB-,BBB-,True
273.1889999999999,-0.4397000000000001,3.0,7.0,0,1,0.54,BBB-,BBB+,False
310.40000000000003,5.187800000000005,0.0,2.0,0,1,0.915,BBB-,BBB+,False
416.9450000000003,4.607600000000004,0.0,4.0,1,0,0.395,BBB+,BBB-,False
296.4100000000001,3.612600000000002,2.0,2.0,0,0,0.12,BBB-,BBB-,True
114.232,3.2227000000000023,0.0,0.0,1,1,0.96,BBB+,BBB+,True
531.4399999999999,4.205800000000003,0.0,7.0,1,0,0.37206349206349193,BBB+,BBB-,False
254.246,-2.213099999999999,2.0,8.0,0,0,0.40416666666666673,BBB-,BBB-,True
356.44200000000023,1.6699999999999997,2.0,4.0,0,1,0.7,BBB-,BBB+,False
630.6510000000003,-1.7194999999999927,8.0,13.0,0,0,0.0,BBB-,BBB-,True
272.348,2.860900000000001,1.0,4.0,1,1,1.0,BBB+,BBB+,True
697.7780000000002,4.754120000000005,6.0,12.0,0,0,0.0,BBB-,BBB-,True
382.5290000000001,3.8210000000000015,1.0,3.0,1,1,0.97,BBB+,BBB+,True
862.064,2.6798000000000077,4.0,17.0,0,0,0.0,BBB-,BBB-,True
453.8790000000002,2.6878200000000003,2.0,6.0,0,0,0.2745873015873015,BBB-,BBB-,True
320.172,1.2033999999999998,3.0,4.0,1,1,1.0,BBB+,BBB+,True
513.4990000000003,0.7259,6.0,11.0,0,0,0.0,BBB-,BBB-,True
460.5670000000003,3.3133000000000017,1.0,7.0,1,1,0.99,BBB+,BBB+,True
200.053,2.4232000000000005,0.0,1.0,1,1,0.68,BBB+,BBB+,True
458.5810000000002,5.351300000000005,1.0,5.0,1,1,0.7108333333333333,BBB+,BBB+,True
837.058,2.209600000000008,5.0,17.0,0,0,0.0,BBB-,BBB-,True
206.285,3.073200000000001,1.0,1.0,1,1,0.84,BBB+,BBB+,True
374.4770000000001,1.8036,3.0,5.0,1,1,0.961,BBB+,BBB+,True
520.4800000000004,-1.127699999999999,4.0,12.0,0,0,0.0,BBB-,BBB-,True
370.83600000000007,4.044900000000003,1.0,4.0,1,1,0.855,BBB+,BBB+,True
297.3620000000001,2.102,0.0,6.0,1,1,0.63,BBB+,BBB+,True
171.243,1.8967,1.0,1.0,1,1,0.99,BBB+,BBB+,True
324.77500000000003,2.8509,0.0,6.0,1,1,0.8825,BBB+,BBB+,True
494.4790000000001,7.222420000000004,1.0,2.0,1,0,0.44,BBB+,BBB-,False
384.4350000000001,0.5479999999999997,3.0,6.0,0,0,0.45797619047619054,BBB-,BBB-,True
597.9600000000002,3.7390000000000025,1.0,2.0,0,0,0.49863095238095234,BBB-,BBB-,True
393.3180000000002,3.480800000000002,1.0,3.0,0,0,0.11,BBB-,BBB-,True
442.6000000000002,4.200300000000004,0.0,5.0,1,1,0.9675,BBB+,BBB+,True
466.5490000000003,4.954100000000005,2.0,5.0,1,1,1.0,BBB+,BBB+,True
295.766,2.8926000000000007,1.0,3.0,1,1,1.0,BBB+,BBB+,True
344.8860000000001,4.116800000000003,0.0,3.0,1,1,1.0,BBB+,BBB+,True
388.85100000000017,2.791900000000001,0.0,5.0,1,1,0.9,BBB+,BBB+,True
461.4670000000001,-1.2364999999999988,5.0,9.0,0,0,0.04,BBB-,BBB-,True
323.3960000000001,3.110800000000001,3.0,5.0,1,1,0.66,BBB+,BBB+,True
346.46700000000016,2.666700000000002,2.0,4.0,0,1,0.5173809523809524,BBB-,BBB+,False
468.5370000000002,2.9809000000000023,2.0,6.0,1,1,0.96,BBB+,BBB+,True
428.5400000000001,4.777400000000004,1.0,5.0,0,1,0.6783333333333335,BBB-,BBB+,False
245.109,2.3739,1.0,3.0,1,1,0.75,BBB+,BBB+,True
267.397,4.253400000000004,0.0,2.0,1,1,0.9,BBB+,BBB+,True
344.2400000000001,3.211700000000002,0.0,2.0,1,1,0.9966666666666667,BBB+,BBB+,True
296.4390000000001,4.241000000000003,0.0,3.0,1,1,0.97,BBB+,BBB+,True
437.41200000000015,-1.6293999999999975,4.0,11.0,0,0,0.04279761904761905,BBB-,BBB-,True
253.349,2.3429,0.0,3.0,1,1,0.95,BBB+,BBB+,True
224.216,-0.7090799999999999,2.0,5.0,1,1,0.8933333333333333,BBB+,BBB+,True
392.5800000000002,4.477900000000004,3.0,3.0,0,0,0.4495,BBB-,BBB-,True
389.4560000000002,1.3507000000000002,2.0,8.0,0,0,0.12,BBB-,BBB-,True
208.099,1.6714,1.0,1.0,1,1,0.94,BBB+,BBB+,True
467.6500000000003,4.413800000000004,2.0,5.0,1,1,0.99,BBB+,BBB+,True
174.247,1.73238,1.0,2.0,1,1,0.99,BBB+,BBB+,True
340.4430000000001,2.704500000000001,1.0,3.0,0,0,0.135,BBB-,BBB-,True
433.0390000000001,6.544700000000008,0.0,2.0,1,1,0.91,BBB+,BBB+,True
376.5260000000002,2.0565,2.0,3.0,1,1,0.99,BBB+,BBB+,True
572.8750000000002,6.110500000000005,0.0,4.0,0,0,0.32,BBB-,BBB-,True
309.47800000000007,5.015000000000005,0.0,2.0,1,1,0.71,BBB+,BBB+,True
244.207,-3.0114999999999994,4.0,8.0,1,1,0.7330079365079364,BBB+,BBB+,True
366.50800000000015,5.403600000000005,0.0,2.0,1,1,0.8,BBB+,BBB+,True
426.52500000000015,3.1719000000000017,2.0,5.0,1,1,0.9,BBB+,BBB+,True
168.265,1.2198,1.0,3.0,1,1,0.97,BBB+,BBB+,True
393.5310000000002,3.8617000000000026,1.0,4.0,1,1,0.99,BBB+,BBB+,True
370.496,5.860780000000006,0.0,3.0,1,1,0.79,BBB+,BBB+,True
380.8710000000001,5.867800000000005,0.0,3.0,0,1,0.55,BBB-,BBB+,False
390.4510000000002,1.8158,3.0,5.0,1,1,0.99,BBB+,BBB+,True
435.8890000000001,2.5199000000000007,1.0,6.0,0,1,0.685,BBB-,BBB+,False
488.6210000000003,3.9494000000000034,1.0,7.0,1,1,1.0,BBB+,BBB+,True
764.9500000000002,3.247300000000001,5.0,13.0,0,0,0.0,BBB-,BBB-,True
451.6150000000002,3.193900000000001,2.0,4.0,1,1,0.99,BBB+,BBB+,True
267.245,-1.9800000000000009,4.0,9.0,1,1,0.7275,BBB+,BBB+,True
303.203,3.4952000000000023,1.0,2.0,1,1,0.6472142857142856,BBB+,BBB+,True
1111.338,2.3433000000000064,6.0,18.0,0,0,0.134,BBB-,BBB-,True
388.8950000000002,3.148200000000002,1.0,4.0,0,0,0.395,BBB-,BBB-,True
337.3830000000001,2.793200000000001,1.0,6.0,1,1,0.8306666666666667,BBB+,BBB+,True
287.4,3.354000000000001,1.0,4.0,1,1,1.0,BBB+,BBB+,True
468.5370000000002,2.9809000000000023,2.0,6.0,1,1,0.96,BBB+,BBB+,True
357.4500000000003,1.7072999999999998,3.0,5.0,1,1,0.98,BBB+,BBB+,True
86.13399999999999,1.3755,0.0,1.0,1,1,0.87,BBB+,BBB+,True
542.5770000000001,-0.9172999999999992,4.0,12.0,0,0,0.0,BBB-,BBB-,True
376.45300000000026,1.6046,2.0,5.0,0,0,0.085,BBB-,BBB-,True
450.5040000000001,5.919700000000005,1.0,3.0,1,1,0.97,BBB+,BBB+,True
292.382,3.401900000000002,1.0,3.0,1,1,0.99,BBB+,BBB+,True
354.4720000000001,1.7029,1.0,5.0,1,1,0.88,BBB+,BBB+,True
304.45399999999995,3.5983000000000027,0.0,2.0,0,1,0.8782142857142857,BBB-,BBB+,False
460.97000000000025,3.738400000000003,2.0,5.0,1,1,0.99,BBB+,BBB+,True
460.5670000000003,3.3133000000000017,1.0,7.0,1,1,0.99,BBB+,BBB+,True
347.461,2.5372000000000003,1.0,4.0,0,1,0.97,BBB-,BBB+,False
300.3980000000001,3.5899000000000028,0.0,3.0,0,0,0.31,BBB-,BBB-,True
543.5250000000003,0.0012999999999993,6.0,12.0,0,0,0.42700000000000005,BBB-,BBB-,True
585.6100000000002,0.1706000000000017,7.0,11.0,0,0,0.003333333333333333,BBB-,BBB-,True
136.19799999999998,0.6923999999999992,2.0,2.0,1,1,0.79,BBB+,BBB+,True
661.7400000000002,1.8223400000000007,2.0,15.0,0,0,0.0,BBB-,BBB-,True
270.372,3.817400000000002,1.0,2.0,0,1,0.85,BBB-,BBB+,False
314.37000000000006,2.2553,2.0,5.0,0,0,0.37666666666666665,BBB-,BBB-,True
822.9530000000003,3.4262200000000025,6.0,15.0,0,0,0.034249999999999996,BBB-,BBB-,True
672.8000000000001,4.841200000000005,3.0,9.0,1,1,0.96,BBB+,BBB+,True
309.88100000000014,4.857800000000005,0.0,2.0,1,1,0.98,BBB+,BBB+,True
265.35299999999995,2.6148000000000007,1.0,4.0,1,1,0.99,BBB+,BBB+,True
286.718,3.346900000000001,1.0,2.0,1,1,0.94,BBB+,BBB+,True
416.3490000000003,1.1076,2.0,5.0,0,0,0.0,BBB-,BBB-,True
567.5500000000001,6.113500000000006,0.0,6.0,1,1,0.9,BBB+,BBB+,True
180.276,1.6683,1.0,2.0,1,1,1.0,BBB+,BBB+,True
385.4850000000002,2.9846000000000013,1.0,5.0,1,1,0.7241666666666666,BBB+,BBB+,True
262.309,1.3066,1.0,3.0,1,1,0.96,BBB+,BBB+,True
390.4670000000003,4.309900000000003,2.0,4.0,0,1,0.8412380952380951,BBB-,BBB+,False
312.41300000000007,2.5349000000000004,0.0,2.0,1,1,0.9662857142857143,BBB+,BBB+,True
733.9370000000002,1.785600000000004,5.0,14.0,1,0,0.0,BBB+,BBB-,False
810.9380000000003,5.295720000000005,5.0,13.0,0,0,0.010666666666666666,BBB-,BBB-,True
163.198,-0.4945000000000004,3.0,3.0,0,0,0.01,BBB-,BBB-,True
163.26399999999995,2.1792,0.0,1.0,1,1,0.98,BBB+,BBB+,True
299.3700000000001,1.5011,1.0,4.0,1,1,1.0,BBB+,BBB+,True
388.8950000000002,4.170200000000004,1.0,4.0,0,1,0.5375,BBB-,BBB+,False
415.4240000000002,-1.129699999999996,4.0,8.0,0,0,0.0,BBB-,BBB-,True
380.42200000000014,0.9490999999999996,2.0,6.0,0,0,0.1,BBB-,BBB-,True
329.82700000000017,3.6003000000000025,1.0,3.0,1,1,0.956,BBB+,BBB+,True
224.26,0.961,2.0,3.0,1,1,1.0,BBB+,BBB+,True
411.473,4.628100000000003,3.0,4.0,1,1,0.6322539682539684,BBB+,BBB+,True
202.256,4.584000000000002,0.0,0.0,1,1,0.51,BBB+,BBB+,True
762.9790000000002,2.2189000000000045,5.0,15.0,0,0,0.0,BBB-,BBB-,True
102.093,-1.624900000000001,2.0,3.0,1,1,1.0,BBB+,BBB+,True
356.227,0.4043,3.0,5.0,1,1,0.93,BBB+,BBB+,True
326.4650000000001,3.8183000000000025,0.0,3.0,1,1,1.0,BBB+,BBB+,True
232.283,1.3532,2.0,3.0,1,1,0.86,BBB+,BBB+,True
486.6490000000005,4.302900000000004,2.0,6.0,1,1,0.9540000000000001,BBB+,BBB+,True
332.4250000000001,1.2911,2.0,5.0,0,0,0.48266666666666663,BBB-,BBB-,True
379.435,2.564400000000001,1.0,4.0,1,1,1.0,BBB+,BBB+,True
323.4180000000001,1.6298199999999994,2.0,4.0,1,0,0.13,BBB+,BBB-,False
274.26000000000005,0.9903999999999988,2.0,3.0,1,1,0.91,BBB+,BBB+,True
216.24000000000004,1.3924999999999996,1.0,3.0,1,1,0.95,BBB+,BBB+,True
365.842,2.0834,2.0,4.0,0,1,0.63,BBB-,BBB+,False
413.5470000000002,3.064020000000001,2.0,7.0,0,1,0.52,BBB-,BBB+,False
571.6250000000001,-7.950800000000014,13.0,17.0,0,0,0.0,BBB-,BBB-,True
376.4680000000001,2.923300000000001,2.0,4.0,1,1,1.0,BBB+,BBB+,True
281.308,0.3616000000000002,2.0,4.0,0,0,0.03,BBB-,BBB-,True
494.41700000000014,4.101300000000004,0.0,4.0,1,1,0.97,BBB+,BBB+,True
248.282,2.2995,1.0,3.0,1,1,0.97,BBB+,BBB+,True
354.45000000000016,2.952500000000001,1.0,5.0,0,1,0.6358333333333333,BBB-,BBB+,False
313.39700000000005,3.1938000000000004,1.0,4.0,1,1,0.97,BBB+,BBB+,True
383.42200000000014,1.3880999999999997,1.0,7.0,1,1,0.5720000000000001,BBB+,BBB+,True
250.292,2.865000000000001,1.0,1.0,1,1,0.99,BBB+,BBB+,True
442.60000000000025,1.812699999999999,2.0,6.0,1,1,0.99,BBB+,BBB+,True
245.36599999999996,3.4422200000000025,0.0,2.0,1,1,0.97,BBB+,BBB+,True
521.4370000000004,4.869200000000005,1.0,6.0,1,1,0.99,BBB+,BBB+,True
286.31,1.68142,0.0,4.0,1,1,0.99,BBB+,BBB+,True
257.377,3.080400000000002,1.0,2.0,1,1,1.0,BBB+,BBB+,True
367.4010000000001,2.9093000000000018,1.0,5.0,0,1,0.6358333333333333,BBB-,BBB+,False
347.48700000000014,4.2249000000000025,1.0,3.0,1,1,0.99,BBB+,BBB+,True
416.3820000000002,-0.0543000000000003,6.0,9.0,0,0,0.03,BBB-,BBB-,True
385.5120000000001,2.0882,0.0,6.0,1,1,0.88,BBB+,BBB+,True
416.5580000000003,4.9310000000000045,1.0,4.0,1,1,0.97,BBB+,BBB+,True
214.26799999999997,2.1867000000000005,2.0,3.0,1,1,0.95,BBB+,BBB+,True
140.142,-0.9353000000000004,1.0,2.0,1,1,0.94,BBB+,BBB+,True
301.389,4.121200000000004,1.0,2.0,1,1,1.0,BBB+,BBB+,True
458.5950000000002,3.5447000000000024,2.0,6.0,1,1,1.0,BBB+,BBB+,True
347.5020000000001,4.454700000000004,1.0,2.0,1,1,0.99,BBB+,BBB+,True
418.5740000000002,4.585600000000005,1.0,5.0,1,1,0.94,BBB+,BBB+,True
285.34300000000013,1.1588999999999998,2.0,4.0,1,1,0.99,BBB+,BBB+,True
248.326,1.68608,2.0,4.0,1,1,0.9,BBB+,BBB+,True
528.5730000000003,3.924200000000004,1.0,8.0,1,1,0.992,BBB+,BBB+,True
400.9750000000002,4.236300000000004,1.0,4.0,1,1,0.94,BBB+,BBB+,True
312.45300000000003,3.882600000000004,1.0,2.0,1,1,0.668461566211566,BBB+,BBB+,True
268.273,-0.9890000000000004,4.0,8.0,1,1,1.0,BBB+,BBB+,True
260.334,2.0227,2.0,4.0,1,1,0.5413333333333333,BBB+,BBB+,True
720.9620000000001,5.905200000000005,4.0,9.0,0,1,0.76,BBB-,BBB+,False
437.58000000000027,3.719800000000003,2.0,5.0,1,1,1.0,BBB+,BBB+,True
776.8720000000001,4.5573000000000015,3.0,4.0,0,0,0.08555555555555555,BBB-,BBB-,True
478.5130000000003,1.7620999999999991,2.0,8.0,1,1,1.0,BBB+,BBB+,True
88.14999999999999,1.1689,1.0,1.0,1,1,0.87,BBB+,BBB+,True
433.3130000000001,2.312600000000001,2.0,5.0,0,0,0.03,BBB-,BBB-,True
810.9380000000003,5.295720000000005,5.0,13.0,0,0,0.010666666666666666,BBB-,BBB-,True
852.9459999999997,0.8799000000000072,4.0,12.0,0,0,0.0,BBB-,BBB-,True
268.404,4.681400000000003,2.0,2.0,1,0,0.2,BBB+,BBB-,False
440.4920000000001,-0.9444999999999996,2.0,12.0,0,0,0.0,BBB-,BBB-,True
441.5240000000002,2.5632,1.0,7.0,1,1,1.0,BBB+,BBB+,True
247.251,-0.4550000000000003,2.0,7.0,0,0,0.43042857142857144,BBB-,BBB-,True
178.191,0.4239999999999995,2.0,2.0,1,1,0.805,BBB+,BBB+,True
433.52400000000017,3.915000000000004,1.0,6.0,1,1,0.89,BBB+,BBB+,True
276.38,3.620700000000002,1.0,3.0,1,1,0.5466666666666667,BBB+,BBB+,True
359.604,5.963000000000006,0.0,3.0,1,1,0.81,BBB+,BBB+,True
476.995,4.152820000000004,2.0,5.0,1,1,0.97,BBB+,BBB+,True
866.9729999999996,1.270000000000006,4.0,12.0,0,0,0.015,BBB-,BBB-,True
186.214,1.4197,1.0,3.0,1,1,0.88,BBB+,BBB+,True
